Year & Month,Villa,Cont_Code,Job_Code, Rate , Work Order Quantity , UOM , Executed Quantity , Balance Qty , Completion Percentage , Billed , To Release , Current Billed 
Dec-23,V16,CV038,PTG011, 139.93 , 47.73 , SQM , -   , 47.73 , -   , -   , 1.00 ," 6,678.95 "
Dec-23,V16,CV038,PTG012, 193.75 , 204.32 , SQM , -   , 204.32 , -   , -   , 1.00 ," 39,587.41 "
Dec-23,V16,CV036,ETL004," 18,500.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV036,ETL005," 2,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV023,PMG001," 12,000.00 ", 1.00 , LUMP SUM , 0.50 , 0.50 , 0.50 ," 6,000.00 ", 0.50 ," 6,000.00 "
Dec-23,V16,CV023,PMG002," 8,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV023,PMG003, 500.00 , 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV023,PMG004," 6,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV023,PMG005," 8,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV023,PMG006," 1,800.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,800.00 ", -   , -   
Dec-23,V16,CV023,PMG007," 2,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV042,EEL009, 400.00 , 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV038,ATL002, 310.00 , 736.30 , SFT , 537.50 , 198.80 , 0.73 ," 1,66,625.00 ", 0.24 ," 54,780.72 "
Dec-23,V16,CV038,CIN009, 270.00 , 360.22 , SFT , 306.18 , 54.03 , 0.85 ," 82,669.86 ", 0.15 ," 14,588.80 "
Dec-23,V16,CV038,CIN036," 30,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 30,000.00 ", -   , -   
Dec-23,V16,CV012,AOS001," 4,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 4,000.00 ", -   , -   
Dec-23,V16,CV023,CIN002," 1,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV023,CIN003," 2,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV023,CIN004," 2,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV023,CIN005," 1,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV023,CIN006," 3,000.00 ", 1.00 , LUMP SUM , 0.50 , 0.50 , 0.50 ," 1,500.00 ", -   , -   
Dec-23,V16,CV036,CIN017," 2,500.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V16,CV036,CIN018," 2,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,500.00 ", -   , -   
Dec-23,V16,CV048,CIN037," 3,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 3,000.00 ", -   , -   
Dec-23,V17,CV038,PMY001, 54.00 , 152.08 , SQM , 152.08 , -   , 1.00 ," 8,212.32 ", -   , -   
Dec-23,V17,CV038,PMY002," 4,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 4,000.00 ", -   , -   
Dec-23,V17,CV038,PMY003, 500.00 , 2.00 , NOS , 2.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V17,CV038,EHK001, 211.68 , 166.40 , CUM , 166.40 , -   , 1.00 ," 35,223.55 ", -   , -   
Dec-23,V17,CV038,EHK002, 22.00 , 83.20 , SQM , 83.20 , -   , 1.00 ," 1,830.40 ", -   , -   
Dec-23,V17,CV038,EHK003, 141.12 , 148.93 , CUM , 148.93 , -   , 1.00 ," 21,017.00 ", -   , -   
Dec-23,V17,CV038,EHK004, 211.68 , 8.53 , CUM , 8.53 , -   , 1.00 ," 1,805.63 ", -   , -   
Dec-23,V17,CV038,EHK005, 141.12 , 71.90 , CUM , 71.90 , -   , 1.00 ," 10,146.53 ", -   , -   
Dec-23,V17,CV038,EHK006, 22.00 , 156.64 , SQM , 156.64 , -   , 1.00 ," 3,446.08 ", -   , -   
Dec-23,V17,CV038,EHK007, 141.12 , 11.44 , CUM , -   , 11.44 , -   , -   , -   , -   
Dec-23,V17,CV063,EEL010," 5,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 5,500.00 ", -   , -   
Dec-23,V17,CV038,CRG001," 1,000.00 ", 5.95 , CUM , 5.95 , -   , 1.00 ," 5,950.00 ", -   , -   
Dec-23,V17,CV038,CRG002," 1,000.00 ", 4.39 , CUM , 4.39 , -   , 1.00 ," 4,390.00 ", -   , -   
Dec-23,V17,CV038,CRG003," 1,000.00 ", 15.66 , CUM , 15.66 , -   , 1.00 ," 15,660.00 ", -   , -   
Dec-23,V17,CV038,RRT001," 7,500.00 ", 0.80 , MT , 0.80 , -   , 1.00 ," 6,000.00 ", -   , -   
Dec-23,V17,CV038,RRT002," 7,500.00 ", 0.80 , MT , 0.80 , -   , 1.00 ," 6,000.00 ", -   , -   
Dec-23,V17,CV038,RRT003," 7,500.00 ", 1.00 , MT , 1.00 , -   , 1.00 ," 7,500.00 ", -   , -   
Dec-23,V17,CV038,RRT004," 7,500.00 ", 0.90 , MT , 0.90 , -   , 1.00 ," 6,750.00 ", -   , -   
Dec-23,V17,CV038,RRT005," 7,500.00 ", 3.20 , MT , 3.20 , -   , 1.00 ," 24,000.00 ", -   , -   
Dec-23,V17,CV038,RRT006," 7,500.00 ", 0.18 , MT , 0.18 , -   , 1.00 ," 1,350.00 ", -   , -   
Dec-23,V17,CV038,RRT007," 7,500.00 ", 0.18 , MT , 0.18 , -   , 1.00 ," 1,350.00 ", -   , -   
Dec-23,V17,CV038,STG001, 301.39 , 57.94 , SQM , 57.94 , -   , 1.00 ," 17,462.65 ", -   , -   
Dec-23,V17,CV038,STG002, 301.39 , 46.78 , SQM , 46.78 , -   , 1.00 ," 14,099.12 ", -   , -   
Dec-23,V17,CV038,STG003, 301.39 , 106.90 , SQM , 106.90 , -   , 1.00 ," 32,218.80 ", -   , -   
Dec-23,V17,CV038,STG004, 301.39 , 62.72 , SQM , 62.72 , -   , 1.00 ," 18,903.31 ", -   , -   
Dec-23,V17,CV038,STG005, 301.39 , 273.15 , SQM , 273.15 , -   , 1.00 ," 82,325.22 ", -   , -   
Dec-23,V17,CV038,STG006, 301.39 , 12.79 , SQM , 12.79 , -   , 1.00 ," 3,854.80 ", -   , -   
Dec-23,V17,CV038,STG007, 301.39 , 18.53 , SQM , 18.53 , -   , 1.00 ," 5,584.79 ", -   , -   
Dec-23,V17,CV038,CRG004, 225.00 , 22.26 , CUM , 22.26 , -   , 1.00 ," 5,008.50 ", -   , -   
Dec-23,V17,CV038,CRG005," 1,500.00 ", 2.14 , CUM , 2.14 , -   , 1.00 ," 3,210.00 ", -   , -   
Dec-23,V17,CV038,CRG006, 900.00 , 8.15 , CUM , 8.15 , -   , 1.00 ," 7,335.00 ", -   , -   
Dec-23,V17,CV038,CRG007," 2,000.00 ", 3.77 , CUM , 3.77 , -   , 1.00 ," 7,540.00 ", -   , -   
Dec-23,V17,CV038,CRG008, 225.00 , 30.04 , CUM , 30.04 , -   , 1.00 ," 6,759.00 ", -   , -   
Dec-23,V17,CV038,CRG009," 2,000.00 ", 1.67 , CUM , 1.67 , -   , 1.00 ," 3,340.00 ", -   , -   
Dec-23,V17,CV038,CRG010," 1,500.00 ", 1.14 , CUM , 1.14 , -   , 1.00 ," 1,710.00 ", -   , -   
Dec-23,V17,CV036,ETL001," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V17,CV038,RRT008," 7,500.00 ", 0.83 , MT , 0.83 , -   , 1.00 ," 6,225.00 ", -   , -   
Dec-23,V17,CV038,RRT009," 7,500.00 ", 2.40 , MT , 2.40 , -   , 1.00 ," 18,000.00 ", -   , -   
Dec-23,V17,CV038,RRT010," 7,500.00 ", 0.18 , MT , 0.18 , -   , 1.00 ," 1,350.00 ", -   , -   
Dec-23,V17,CV038,RRT011," 7,500.00 ", 0.20 , MT , 0.20 , -   , 1.00 ," 1,500.00 ", -   , -   
Dec-23,V17,CV038,STG008, 301.39 , 56.69 , SQM , 56.69 , -   , 1.00 ," 17,085.91 ", -   , -   
Dec-23,V17,CV038,STG009, 301.39 , 234.32 , SQM , 234.32 , -   , 1.00 ," 70,622.17 ", -   , -   
Dec-23,V17,CV038,STG010, 301.39 , 12.79 , SQM , 12.79 , -   , 1.00 ," 3,854.80 ", -   , -   
Dec-23,V17,CV038,STG011, 301.39 , 25.02 , SQM , 25.02 , -   , 1.00 ," 7,540.83 ", -   , -   
Dec-23,V17,CV038,CRG011," 2,000.00 ", 3.23 , CUM , 3.23 , -   , 1.00 ," 6,460.00 ", -   , -   
Dec-23,V17,CV038,CRG012, 225.00 , 27.63 , CUM , 27.63 , -   , 1.00 ," 6,216.75 ", -   , -   
Dec-23,V17,CV038,CRG013," 2,000.00 ", 1.67 , CUM , 1.67 , -   , 1.00 ," 3,340.00 ", -   , -   
Dec-23,V17,CV038,CRG014," 1,500.00 ", 1.41 , CUM , 1.41 , -   , 1.00 ," 2,115.00 ", -   , -   
Dec-23,V17,CV038,RRT012," 7,500.00 ", 0.15 , MT , 0.15 , -   , 1.00 ," 1,125.00 ", -   , -   
Dec-23,V17,CV038,RRT013," 7,500.00 ", 0.25 , MT , 0.25 , -   , 1.00 ," 1,875.00 ", -   , -   
Dec-23,V17,CV038,RRT014," 7,500.00 ", 0.01 , MT , 0.01 , -   , 1.00 , 75.00 , -   , -   
Dec-23,V17,CV038,STG012, 301.39 , 10.80 , SQM , 10.80 , -   , 1.00 ," 3,255.03 ", -   , -   
Dec-23,V17,CV038,STG013, 301.39 , 26.85 , SQM , 26.85 , -   , 1.00 ," 8,092.38 ", -   , -   
Dec-23,V17,CV038,STG014, 301.39 , 1.82 , SQM , 1.82 , -0.01 , 1.00 , 548.53 , -   , -   
Dec-23,V17,CV038,CRG015," 2,000.00 ", 0.61 , CUM , 0.61 , -   , 1.00 ," 1,220.00 ", -   , -   
Dec-23,V17,CV038,CRG016, 225.00 , 2.93 , CUM , 2.93 , -   , 1.00 , 659.25 , -   , -   
Dec-23,V17,CV038,CRG016," 1,500.00 ", 0.09 , CUM , 0.09 , -   , 1.00 , 135.00 , -   , -   
Dec-23,V17,CV038,CRG017, 50.00 , 53.00 , NOS , 53.00 , -   , 1.00 ," 2,650.00 ", -   , -   
Dec-23,V17,CV036,ETL002," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V17,CV038,MOY001, 193.75 , 201.77 , SQM , 201.77 , -   , 1.00 ," 39,093.34 ", -   , -   
Dec-23,V17,CV038,MOY002, 193.75 , 216.39 , SQM , 216.39 , -   , 1.00 ," 41,926.00 ", -   , -   
Dec-23,V17,CV038,MOY003, 193.75 , 62.19 , SQM , 62.19 , -   , 1.00 ," 12,049.44 ", -   , -   
Dec-23,V17,CV038,PTG001, 65.60 , 49.17 , RMT , 46.71 , 2.46 , 0.95 ," 3,064.18 ", -   , -   
Dec-23,V17,CV038,PTG002, 65.60 , 37.67 , RMT , 35.79 , 1.88 , 0.95 ," 2,347.82 ", -   , -   
Dec-23,V17,CV038,MOY004, 161.46 , 1.26 , SQM , 1.26 , -   , 1.00 , 203.44 , -   , -   
Dec-23,V17,CV038,PTG003, 10.76 , 338.17 , SQM , -   , 338.17 , -   , -   , -   , -   
Dec-23,V17,CV038,PTG004, 139.93 , 117.33 , SQM , 111.46 , 5.87 , 0.95 ," 15,596.82 ", -   , -   
Dec-23,V17,CV038,PTG005, 139.93 , 307.83 , SQM , 292.44 , 15.39 , 0.95 ," 40,921.71 ", -   , -   
Dec-23,V17,CV038,PTG006, 193.75 , 347.17 , SQM , 347.17 , -   , 1.00 ," 67,264.88 ", -   , -   
Dec-23,V17,CV036,ETL003," 16,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 16,500.00 ", -   , -   
Dec-23,V17,CV038,PTG007, 139.93 , 129.31 , SQM , 122.84 , 6.47 , 0.95 ," 17,189.25 ", -   , -   
Dec-23,V17,CV038,PTG008, 139.93 , 431.24 , SQM , 409.68 , 21.56 , 0.95 ," 57,327.34 ", -   , -   
Dec-23,V17,CV038,PTG009, 193.75 , 198.00 , SQM , 198.00 , -   , 1.00 ," 38,362.90 ", -   , -   
Dec-23,V17,CV038,PTG010, 139.93 , 13.49 , SQM , 12.82 , 0.67 , 0.95 ," 1,793.93 ", -   , -   
Dec-23,V17,CV038,PTG011, 139.93 , 47.73 , SQM , 45.34 , 2.39 , 0.95 ," 6,344.52 ", -   , -   
Dec-23,V17,CV038,PTG012, 193.75 , 204.32 , SQM , 204.32 , -   , 1.00 ," 39,587.41 ", -   , -   
Dec-23,V17,CV019,WRG001, 215.28 , 324.61 , SQM , 324.61 , -   , 1.00 ," 69,882.04 ", -   , -   
Dec-23,V17,CV019,WRG002, 215.28 , 129.10 , SQM , 129.10 , -   , 1.00 ," 27,792.65 ", -   , -   
Dec-23,V17,CV019,WRG003, 190.52 , 60.91 , SQM , 60.91 , -   , 1.00 ," 11,604.57 ", -   , -   
Dec-23,V17,CV019,WRG004, 254.03 , 151.81 , SQM , 151.81 , -   , 1.00 ," 38,564.29 ", -   , -   
Dec-23,V17,CV019,WRG005, 254.03 , 99.50 , SQM , 99.50 , -   , 1.00 ," 25,275.99 ", -   , -   
Dec-23,V17,CV019,WRG010, 650.00 , 23.00 , NOS , 23.00 , -   , 1.00 ," 14,950.00 ", -   , -   
Dec-23,V17,CV019,WRG006, 200.00 , 21.00 , NOS , 21.00 , -   , 1.00 ," 4,200.00 ", -   , -   
Dec-23,V17,CV042,PNG001, 215.28 , 27.32 , SQM , 25.95 , 1.37 , 0.95 ," 5,586.52 ", -   , -   
Dec-23,V17,CV042,PNG002, 96.88 , 147.16 , SQM , 139.80 , 7.36 , 0.95 ," 13,543.82 ", -   , -   
Dec-23,V17,CV042,PNG003, 48.44 , 312.43 , SQM , 296.81 , 15.62 , 0.95 ," 14,376.88 ", -   , -   
Dec-23,V17,CV042,PNG004, 48.44 , 160.99 , SQM , 152.94 , 8.05 , 0.95 ," 7,408.11 ", -   , -   
Dec-23,V17,CV042,PNG005, 48.44 , 190.72 , SQM , 181.18 , 9.54 , 0.95 ," 8,776.00 ", -   , -   
Dec-23,V17,CV042,PNG006, 16.15 , 148.64 , SQM , 141.21 , 7.43 , 0.95 ," 2,280.54 ", -   , -   
Dec-23,V17,CV042,PNG010, 91.49 , 307.83 , SQM , 292.44 , 15.39 , 0.95 ," 26,756.51 ", -   , -   
Dec-23,V17,CV042,PNG011, 91.49 , 117.33 , SQM , 111.46 , 5.87 , 0.95 ," 10,197.92 ", -   , -   
Dec-23,V17,CV042,PNG012, 91.49 , 431.24 , SQM , 409.68 , 21.56 , 0.95 ," 37,483.26 ", -   , -   
Dec-23,V17,CV042,PNG013, 91.49 , 129.31 , SQM , 122.84 , 6.47 , 0.95 ," 11,239.12 ", -   , -   
Dec-23,V17,CV042,PNG014, 91.49 , 47.73 , SQM , 45.34 , 2.39 , 0.95 ," 4,148.34 ", -   , -   
Dec-23,V17,CV042,PNG015, 91.49 , 13.49 , SQM , 12.82 , 0.67 , 0.95 ," 1,172.95 ", -   , -   
Dec-23,V17,CV036,ETL004," 15,500.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V17,CV036,ETL007, 600.00 , 3.00 , NOS , -   , 3.00 , -   , -   , 1.00 ," 1,800.00 "
Dec-23,V17,CV036,ETL005," 2,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V17,CV023,PMG001," 15,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 15,000.00 ", -   , -   
Dec-23,V17,CV023,PMG002," 10,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 10,000.00 ", -   , -   
Dec-23,V17,CV023,PMG003, 500.00 , 1.00 , LUMP SUM , 1.00 , -   , 1.00 , 500.00 , -   , -   
Dec-23,V17,CV023,PMG004," 7,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 7,000.00 ", -   , -   
Dec-23,V17,CV023,PMG005," 10,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V17,CV023,PMG010," 2,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,500.00 ", -   , -   
Dec-23,V17,CV023,PMG006," 1,800.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,800.00 ", -   , -   
Dec-23,V17,CV023,PMG007," 2,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V17,CV056,EEL001," 18,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 18,000.00 ", -   , -   
Dec-23,V17,CV042,EEL009, 400.00 , 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V17,CV046,CIN038, 78.00 , 60.49 , RFT , 60.49 , -   , 1.00 ," 4,718.10 ", -   , -   
Dec-23,V17,CV038,ATL002, 310.00 , 736.30 , SFT , 714.21 , 22.09 , 0.97 ," 2,21,405.10 ", -   , -   
Dec-23,V17,CV058,CIN001," 18,200.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 18,200.00 ", -   , -   
Dec-23,V17,CV012,AOS001," 4,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 4,000.00 ", -   , -   
Dec-23,V17,CV049,LIT001," 8,500.00 ", 0.67 , MT , 0.08 , 0.59 , 0.12 , 680.00 , -   , -   
Dec-23,V17,CV049,LIT002, 424.00 , 12.34 , CUM , 3.18 , 9.16 , 0.26 ," 1,348.32 ", -   , -   
Dec-23,V17,CV049,LIT003," 1,000.00 ", 1.00 , CUM , 0.53 , 0.47 , 0.53 , 530.00 , -   , -   
Dec-23,V17,CV049,LIT004," 2,000.00 ", 1.60 , CUM , 1.59 , 0.01 , 0.99 ," 3,180.00 ", -   , -   
Dec-23,V17,CV049,LIT005, 258.34 , 40.99 , SQM , 40.99 , -   , 1.00 ," 10,589.36 ", -   , -   
Dec-23,V17,CV049,LIT006, 172.22 , 40.99 , SQM , 38.94 , 2.05 , 0.95 ," 6,706.25 ", -   , -   
Dec-23,V17,CV049,LIT007, 194.00 , 96.45 , SQM , 91.63 , 4.82 , 0.95 ," 17,776.22 ", -   , -   
Dec-23,V17,CV049,LIT008, 283.00 , 5.78 , CUM , 5.78 , 0.00 , 1.00 ," 1,635.74 ", -   , -   
Dec-23,V17,CV049,LIT004," 2,000.00 ", 4.76 , CUM , 4.76 , 0.00 , 1.00 ," 9,520.00 ", -   , -   
Dec-23,V17,CV049,LIT009, 302.00 , 106.23 , SQM , 106.23 , 0.00 , 1.00 ," 32,081.46 ", -   , -   
Dec-23,V17,CV023,CIN002," 1,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V17,CV023,CIN003," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V17,CV023,CIN004," 2,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V17,CV023,CIN005," 1,000.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V17,CV023,CIN006," 3,000.00 ", 1.00 , LUMP SUM , 0.50 , 0.50 , 0.50 ," 1,500.00 ", -   , -   
Dec-23,V17,CV036,CIN007," 31,248.30 ", 1.00 , LUMP SUM , 0.50 , 0.50 , 0.50 ," 15,624.15 ", -   , -   
Dec-23,V17,CV023,CIN008," 1,000.00 ", 1.00 , NOS , 1.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V17,CV023,CIN010," 1,000.00 ", 1.00 , NOS , 1.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V17,CV036,CIN017," 2,500.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V17,CV036,CIN018," 2,500.00 ", 1.00 , LUMP SUM , -   , 1.00 , -   , -   , -   , -   
Dec-23,V17,CV023,CIN025," 1,500.00 ", 1.00 , NOS , 1.00 , -   , 1.00 ," 1,500.00 ", -   , -   
Dec-23,V17,CV023,CIN026, 500.00 , 5.00 , NOS , 5.00 , -   , 1.00 ," 2,500.00 ", -   , -   
Dec-23,V17,CV023,CIN027, 600.00 , 7.00 , NOS , 7.00 , -   , 1.00 ," 4,200.00 ", -   , -   
Dec-23,V17,CV023,CIN039, 700.00 , 3.00 , NOS , 3.00 , -   , 1.00 ," 2,100.00 ", -   , -   
Dec-23,V17,CV023,CIN040," 1,000.00 ", 1.00 , NOS , 1.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V17,CV046,CIN015, 78.00 , 68.43 , RFT , 68.43 , -   , 1.00 ," 5,337.17 ", -   , -   
Dec-23,V18,CV011,PMY001, 54.00 , 151.12 , SQM , 151.12 , -   , 1.00 ," 8,160.48 ", -   , -   
Dec-23,V18,CV025,PMY002," 4,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 4,000.00 ", -   , -   
Dec-23,V18,CV025,PMY003, 500.00 , 2.00 , NOS , 2.00 , -   , 1.00 ," 1,000.00 ", -   , -   
Dec-23,V18,CV025,EHK001, 211.68 , 165.15 , CUM , 165.15 , -   , 1.00 ," 34,958.95 ", -   , -   
Dec-23,V18,CV011,EHK002, 22.00 , 82.57 , SQM , 82.57 , -   , 1.00 ," 1,816.54 ", -   , -   
Dec-23,V18,CV011,PMY005, 43.00 , 79.68 , SQM , 79.68 , -   , 1.00 ," 3,426.24 ", -   , -   
Dec-23,V18,CV025,EHK003, 141.12 , 135.32 , CUM , 135.32 , -   , 1.00 ," 19,096.36 ", -   , -   
Dec-23,V18,CV011,EHK009," 2,500.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,500.00 ", -   , -   
Dec-23,V18,CV011,EHK004, 211.68 , 9.14 , CUM , 9.14 , -   , 1.00 ," 1,934.76 ", -   , -   
Dec-23,V18,CV011,PMY006, 43.00 , 56.04 , SQM , 56.04 , -   , 1.00 ," 2,409.72 ", -   , -   
Dec-23,V18,CV025,EHK005, 141.12 , 62.80 , CUM , 62.80 , -   , 1.00 ," 8,862.34 ", -   , -   
Dec-23,V18,CV011,PMY004, 43.00 , 151.12 , SQM , 151.12 , -   , 1.00 ," 6,498.16 ", -   , -   
Dec-23,V18,CV025,EHK007, 141.12 , 15.63 , CUM , 15.63 , -   , 1.00 ," 2,205.71 ", -   , -   
Dec-23,V18,CV011,CRG001," 1,000.00 ", 5.68 , CUM , 5.68 , -0.00 , 1.00 ," 5,680.00 ", -   , -   
Dec-23,V18,CV011,CRG002," 1,000.00 ", 4.57 , CUM , 4.57 , -0.00 , 1.00 ," 4,570.00 ", -   , -   
Dec-23,V18,CV011,CRG003," 1,000.00 ", 15.11 , CUM , 15.11 , 0.00 , 1.00 ," 15,110.00 ", -   , -   
Dec-23,V18,CV007,RRT001," 6,800.00 ", 0.65 , MT , 0.65 , -   , 1.00 ," 4,420.00 ", -   , -   
Dec-23,V18,CV007,RRT002," 6,800.00 ", 0.75 , MT , 0.75 , -   , 1.00 ," 5,100.00 ", -   , -   
Dec-23,V18,CV007,RRT003," 6,800.00 ", 1.00 , MT , 1.00 , -   , 1.00 ," 6,800.00 ", -   , -   
Dec-23,V18,CV007,RRT004," 6,800.00 ", 0.90 , MT , 0.90 , -   , 1.00 ," 6,120.00 ", -   , -   
Dec-23,V18,CV007,RRT005," 6,800.00 ", 1.13 , MT , 1.13 , -   , 1.00 ," 7,684.00 ", -   , -   
Dec-23,V18,CV047,RRT005," 7,500.00 ", 1.67 , MT , 1.67 , -   , 1.00 ," 12,525.00 ", -   , -   
Dec-23,V18,CV047,RRT006," 7,500.00 ", 0.18 , MT , 0.18 , -   , 1.00 ," 1,350.00 ", -   , -   
Dec-23,V18,CV047,RRT007," 7,500.00 ", 0.18 , MT , 0.18 , -   , 1.00 ," 1,350.00 ", -   , -   
Dec-23,V18,CV064,STG001, 301.39 , 50.12 , SQM , 50.12 , -   , 1.00 ," 15,105.77 ", -   , -   
Dec-23,V18,CV064,STG002, 301.39 , 31.67 , SQM , 31.67 , -   , 1.00 ," 9,545.08 ", -   , -   
Dec-23,V18,CV064,STG003, 301.39 , 105.11 , SQM , 105.11 , -   , 1.00 ," 31,679.31 ", -   , -   
Dec-23,V18,CV064,STG004, 301.39 , 59.91 , SQM , 59.91 , -   , 1.00 ," 18,056.39 ", -   , -   
Dec-23,V18,CV064,STG005, 301.39 , 261.41 , SQM , 261.41 , -   , 1.00 ," 78,786.88 ", -   , -   
Dec-23,V18,CV064,STG006, 301.39 , 14.58 , SQM , 14.58 , -   , 1.00 ," 4,394.30 ", -   , -   
Dec-23,V18,CV064,STG007, 301.39 , 18.25 , SQM , 9.05 , 9.20 , 0.50 ," 2,727.60 ", -   , -   
Dec-23,V18,CV011,CRG004, 225.00 , 23.29 , CUM , 23.29 , -   , 1.00 ," 5,240.25 ", -   , -   
Dec-23,V18,CV011,CRG005," 1,500.00 ", 2.62 , CUM , 2.62 , -   , 1.00 ," 3,930.00 ", -   , -   
Dec-23,V18,CV011,CRG006, 900.00 , 7.41 , CUM , 7.41 , -   , 1.00 ," 6,669.00 ", -   , -   
Dec-23,V18,CV042,CRG006," 2,000.00 ", 6.05 , CUM , 6.05 , -0.00 , 1.00 ," 12,100.00 ", -   , -   
Dec-23,V18,CV011,CRG007," 2,000.00 ", 3.51 , CUM , 3.51 , -   , 1.00 ," 7,020.00 ", -   , -   
Dec-23,V18,CV011,CRG008, 225.00 , 30.02 , CUM , 30.02 , -0.00 , 1.00 ," 6,754.50 ", -   , -   
Dec-23,V18,CV011,CRG009," 2,000.00 ", 1.77 , CUM , 1.77 , 0.00 , 1.00 ," 3,540.00 ", -   , -   
Dec-23,V18,CV008,CRG010," 3,000.00 ", 0.80 , CUM , 0.80 , -   , 1.00 ," 2,400.00 ", -   , -   
Dec-23,V18,CV044,ETL001," 2,000.00 ", 1.00 , LUMP SUM , 1.00 , -   , 1.00 ," 2,000.00 ", -   , -   
Dec-23,V18,CV047,RRT008," 7,500.00 ", 1.00 , MT , 1.00 , -   , 1.00 ," 7,500.00 ", -   , -   
Dec-23,V18,CV047,RRT009," 7,500.00 ", 2.40 , MT , 2.40 , -   , 1.00 ," 18,000.00 ", -   , -   
Dec-23,V18,CV047,RRT010," 7,500.00 ", 0.18 , MT , 0.18 , -   , 1.00 ," 1,350.00 ", -   , -   
Dec-23,V18,CV047,RRT011," 7,500.00 ", 0.20 , MT , 0.20 , -   , 1.00 ," 1,500.00 ", -   , -   
Dec-23,V18,CV064,STG008, 301.39 , 61.40 , SQM , 61.40 , -   , 1.00 ," 18,505.47 ", -   , -   
Dec-23,V18,CV064,STG009, 301.39 , 243.08 , SQM , 243.08 , -   , 1.00 ," 73,262.37 ", -   , -   
